"","country","points","price","province","variety"
"2587","US",92,90,"California","Pinot Noir"
"112349","US",83,22,"California","Zinfandel"
"96351","US",85,22,"Virginia","Chardonnay"
"112978","Spain",86,25,"Northern Spain","Red Blend"
"777","Portugal",89,7,"Terras do Dão","Portuguese Red"
"13152","US",93,68,"California","Chardonnay"
"87345","Austria",89,25,"Kremstal","Grüner Veltliner"
"122517","US",90,28,"California","Chardonnay"
"122890","France",86,25,"Burgundy","Pinot Noir"
"134187","Australia",89,15,"New South Wales","Sémillon"
"45035","Portugal",85,9,"Lisboa","Portuguese White"
"110340","US",86,16,"California","Chardonnay"
"7247","US",86,42,"California","Syrah"
"105717","US",92,30,"California","Riesling"
"146765","Italy",92,30,"Tuscany","Cabernet Sauvignon"
"10548","US",95,57,"California","Pinot Noir"
"52657","US",92,20,"New York","Riesling"
"57626","Greece",88,40,"Crete","Red Blend"
"122632","France",90,33,"Bordeaux","Bordeaux-style White Blend"
"142008","Italy",88,NA,"Tuscany","Sangiovese"
"22263","South Africa",90,17,"Coastal Region","Red Blend"
"22015","Italy",82,NA,"Veneto","Corvina, Rondinella, Molinara"
"119946","France",93,60,"Southwest France","Malbec"
"51713","France",88,18,"Beaujolais","Gamay"
"34625","Argentina",82,18,"Mendoza Province","Malbec"
"44559","Italy",91,20,"Sicily & Sardinia","Red Blend"
"36014","Spain",82,10,"Catalonia","Cabernet Sauvignon"
"7403","Italy",87,NA,"Piedmont","Nebbiolo"
"101728","Italy",87,NA,"Piedmont","Barbera"
"16015","Austria",88,24,"Kamptal","Riesling"
"21386","Italy",97,79,"Tuscany","Sangiovese Grosso"
"12608","US",84,40,"California","Syrah"
"125656","Italy",87,12,"Central Italy","Rosé"
"2420","Italy",89,NA,"Tuscany","Red Blend"
"77344","Italy",88,59,"Piedmont","Nebbiolo"
"31295","US",91,39,"California","Chardonnay"
"37398","Italy",91,NA,"Tuscany","Red Blend"
"123813","Australia",90,30,"South Australia","Shiraz"
"79341","France",87,NA,"Bordeaux","Bordeaux-style Red Blend"
"75515","Chile",83,10,"Central Valley","Red Blend"
"3659","France",94,54,"Alsace","Riesling"
"98554","Italy",89,38,"Tuscany","Sangiovese"
"3425","US",91,48,"California","Syrah"
"31136","France",86,13,"Bordeaux","Bordeaux-style White Blend"
"110036","US",87,12,"New York","Traminette"
"18955","Austria",85,17,"Niederösterreich","Grüner Veltliner"
"114430","US",81,20,"California","Barbera"
"114274","US",99,245,"California","Cabernet Blend"
"93524","US",93,85,"California","Cabernet Sauvignon"
"12507","US",93,48,"California","Chardonnay"
"115027","US",92,55,"California","Bordeaux-style Red Blend"
"21885","Italy",83,15,"Veneto","Corvina, Rondinella, Molinara"
"23983","Spain",92,33,"Northern Spain","Tempranillo"
"141473","Argentina",83,13,"Mendoza Province","Chardonnay"
"16031","US",91,75,"Oregon","Pinot Noir"
"89369","France",86,24,"Languedoc-Roussillon","Roussanne"
"75616","France",84,25,"Loire Valley","Pinot Noir"
"69511","Australia",88,11,"South Australia","Cabernet Sauvignon"
"91562","France",88,NA,"Beaujolais","Gamay"
"130344","Austria",90,30,"Niederösterreich","Red Blend"
"45262","Chile",85,9,"Limarí Valley","White Blend"
"7767","Italy",87,9,"Northeastern Italy","Moscato"
"63613","France",90,NA,"Rhône Valley","Rhône-style Red Blend"
"53954","Austria",85,44,"Österreichischer Sekt","Sparkling Blend"
"37799","France",89,16,"Provence","Rosé"
"32578","Italy",88,34,"Piedmont","Barbera"
"150521","US",83,15,"New York","Chardonnay"
"46778","Argentina",82,14,"Mendoza Province","Malbec"
"60622","US",86,18,"California","Sauvignon Blanc"
"56182","France",88,15,"Languedoc-Roussillon","Red Blend"
"51792","US",86,22,"California","Zinfandel"
"35971","US",89,24,"New York","Pinot Grigio"
"84877","US",87,17,"California","Merlot"
"21237","US",87,38,"California","Syrah"
"4107","Italy",89,50,"Piedmont","Nebbiolo"
"45841","France",84,11,"Languedoc-Roussillon","Rosé"
"82443","South Africa",87,12,"Coastal Region","Pinotage"
"137773","US",89,22,"Washington","Syrah"
"118481","US",83,22,"California","Grenache"
"32162","US",90,40,"California","Zinfandel"
"148126","US",84,11,"California","Cabernet Sauvignon"
"112742","US",86,48,"California","Pinot Noir"
"25725","US",86,13,"California","Petite Sirah"
"17658","US",82,30,"California","Bordeaux-style Red Blend"
"82017","Italy",91,24,"Veneto","Garganega"
"23119","Spain",87,13,"Northern Spain","Tempranillo Blend"
"144008","Argentina",84,16,"Mendoza Province","Malbec"
"65660","Portugal",89,11,"Beiras","Portuguese Red"
"12205","US",94,115,"California","Pinot Noir"
"127628","Italy",86,12,"Central Italy","Sangiovese"
"25688","US",86,20,"Oregon","Pinot Noir"
"36689","US",92,75,"Washington","Bordeaux-style Red Blend"
"107173","Spain",84,15,"Levante","Tempranillo"
"79924","Italy",84,10,"Piedmont","Red Blend"
"127718","Chile",86,10,"Colchagua Valley","Merlot"
"116182","Argentina",88,14,"Mendoza Province","Malbec"
"123914","US",86,30,"Washington","Cabernet Sauvignon"
"49095","US",90,45,"California","Cabernet Franc"
"81779","US",91,28,"California","Tannat"
"25190","US",88,30,"California","Cabernet Franc"
"149127","Australia",87,13,"Australia Other","Sauvignon Blanc-Semillon"
"37720","Italy",88,15,"Tuscany","Red Blend"
"149546","Portugal",85,50,"Port","Port"
"12049","Italy",87,30,"Sicily & Sardinia","Nero d'Avola"
"131571","Australia",88,21,"Western Australia","Cabernet Sauvignon"
"69709","US",94,42,"California","Pinot Noir"
"33375","US",86,17,"California","Chardonnay"
"149530","Italy",85,10,"Tuscany","Sangiovese"
"123104","US",91,40,"Washington","Chardonnay"
"118410","Italy",84,NA,"Veneto","Sparkling Blend"
"66062","France",92,NA,"Burgundy","Chardonnay"
"22176","US",94,50,"Washington","Riesling"
"59773","US",87,15,"New York","Riesling"
"114841","US",86,40,"California","Pinot Noir"
"14321","US",86,24,"California","Sangiovese"
"11095","Austria",94,NA,"Kremstal","Riesling"
"26233","Italy",85,12,"Sicily & Sardinia","White Blend"
"48395","Italy",86,NA,"Tuscany","Sangiovese"
"54929","Spain",82,6,"Central Spain","Cabernet Sauvignon"
"142799","US",86,10,"California","Merlot"
"89408","Italy",87,22,"Tuscany","Rosé"
"136315","Spain",92,74,"Northern Spain","White Blend"
"16732","Austria",83,NA,"Neusiedlersee","Grüner Veltliner"
"23943","Australia",84,10,"Western Australia","Cabernet Blend"
"57251","US",90,45,"Washington","Grenache"
"7521","Bosnia and Herzegovina",88,12,"Mostar","Blatina"
"97931","Italy",89,35,"Lombardy","Sparkling Blend"
"119639","US",83,18,"California","Sangiovese"
"31864","Spain",91,105,"Northern Spain","Mazuelo"
"39770","Morocco",86,30,"Guerrouane","Syrah-Grenache"
"56712","France",88,NA,"Bordeaux","Bordeaux-style Red Blend"
"138420","Italy",92,30,"Lombardy","Sparkling Blend"
"22880","US",88,28,"California","Red Blend"
"67522","France",87,15,"Bordeaux","Bordeaux-style Red Blend"
"86081","US",92,26,"California","Chardonnay"
"43954","Chile",89,19,"Colchagua Valley","Syrah"
"3933","France",94,45,"Alsace","Riesling"
"6121","US",85,22,"California","Merlot"
"118026","Italy",88,30,"Piedmont","Nebbiolo"
"49241","Chile",87,13,"Aconcagua Valley","Cabernet Sauvignon"
"102220","US",86,16,"New York","Riesling"
"120921","US",90,28,"Washington","Cabernet Sauvignon"
"102779","US",87,18,"California","Sauvignon Blanc"
"148602","Australia",92,18,"New South Wales","Chardonnay"
"91091","US",87,23,"California","Merlot"
"127417","Italy",87,17,"Piedmont","Barbera"
"143971","France",91,NA,"Bordeaux","Bordeaux-style Red Blend"
"77850","France",88,12,"Rhône Valley","Rhône-style White Blend"
"76738","US",90,23,"California","Chardonnay"
"19496","France",88,35,"Southwest France","Tannat"
"122246","Greece",87,10,"Patras","Roditis"
"34270","US",86,25,"New York","Chardonnay"
"73873","Spain",84,10,"Northern Spain","Tempranillo"
"7654","France",87,20,"Burgundy","Sparkling Blend"
"45128","France",91,19,"Beaujolais","Gamay"
"7726","US",87,40,"Oregon","Pinot Noir"
"75897","US",91,30,"California","Cabernet Sauvignon"
"23577","Argentina",86,35,"Mendoza Province","Petite Verdot"
"41178","Italy",88,30,"Tuscany","Red Blend"
"72874","Italy",91,90,"Southern Italy","Red Blend"
"93602","US",83,10,"California","White Blend"
"97638","France",90,30,"Bordeaux","Bordeaux-style Red Blend"
"22590","US",88,32,"California","Meritage"
"71838","Chile",88,13,"Casablanca Valley","Sauvignon Blanc"
"61242","Italy",89,33,"Tuscany","Sangiovese"
"112446","New Zealand",86,15,"Marlborough","Sauvignon Blanc"
"63929","Spain",87,18,"Catalonia","Sparkling Blend"
"119921","US",82,12,"California","Red Blend"
"97713","France",88,20,"Bordeaux","Bordeaux-style Red Blend"
"3436","Austria",91,NA,"Weinland Österreich","Austrian Red Blend"
"123485","Austria",89,23,"Niederösterreich","Grüner Veltliner"
"119419","Spain",87,15,"Northern Spain","Verdejo"
"129962","Italy",90,55,"Veneto","Corvina, Rondinella, Molinara"
"59692","Argentina",86,13,"Mendoza Province","Syrah"
"108128","Italy",87,16,"Tuscany","Cabernet Sauvignon"
"6480","Germany",88,15,"Mosel","Riesling"
"18036","France",86,17,"Rhône Valley","Rhône-style Red Blend"
"18143","Argentina",87,15,"Mendoza Province","Malbec"
"93249","Italy",94,NA,"Tuscany","Sangiovese Grosso"
"84331","Australia",95,70,"South Australia","Port"
"17290","US",86,24,"California","Chardonnay"
"109431","US",93,27,"California","Viognier"
"4216","US",86,21,"Oregon","Muscat"
"48916","US",86,18,"Oregon","Riesling"
"150322","South Africa",84,14,"Durbanville","Shiraz"
"39945","US",89,28,"California","Zinfandel"
"128762","Italy",92,NA,"Piedmont","Nebbiolo"
"41513","Spain",90,15,"Galicia","Albariño"
"90609","Spain",87,22,"Northern Spain","Red Blend"
"38642","Spain",82,17,"Northern Spain","Tempranillo"
"130104","Australia",90,19,"Victoria","Cabernet Sauvignon"
"110731","US",90,25,"California","Sauvignon Blanc"
"98590","US",87,18,"California","Sauvignon Blanc"
"69924","Italy",90,50,"Tuscany","Sangiovese"
"103083","Chile",84,17,"Maipo Valley","Malbec"
"26817","US",92,68,"California","Cabernet Sauvignon"
"67295","US",87,16,"California","Red Blend"
"5507","France",86,18,"Bordeaux","Bordeaux-style White Blend"
"58712","France",88,12,"Southwest France","Mauzac"
"121856","Austria",93,NA,"Kremstal","Riesling"
"135363","US",88,19,"Oregon","Riesling"
"33959","US",92,50,"California","Chardonnay"
"28972","US",96,125,"California","Bordeaux-style Red Blend"
"115806","Argentina",90,29,"Mendoza Province","Malbec"
"63704","South Africa",85,10,"Robertson","Pinotage"
"18356","US",87,25,"California","Cabernet Sauvignon"
"10868","Portugal",95,80,"Douro","Portuguese Red"
"50014","Australia",87,18,"New South Wales","Shiraz"
"133287","Spain",87,15,"Galicia","Albariño"
"81957","US",85,12,"Oregon","Riesling"
"25238","US",88,50,"Oregon","Pinot Noir"
"493","US",89,46,"Oregon","Pinot Noir"
"101438","France",85,NA,"Southwest France","Fer Servadou"
"7029","Greece",87,30,"Santorini","Assyrtiko"
"89477","US",89,30,"Washington","Syrah"
"144802","Italy",92,50,"Tuscany","Cabernet Sauvignon-Merlot"
"120679","US",82,32,"California","Syrah"
"142788","Australia",86,12,"New South Wales","Merlot"
"60062","Portugal",84,19,"Port","Port"
"90699","France",89,53,"Burgundy","Chardonnay"
"100174","Italy",92,NA,"Southern Italy","Red Blend"
"77087","France",93,107,"Burgundy","Pinot Noir"
"64655","Italy",86,15,"Veneto","Prosecco"
"100152","Italy",85,12,"Tuscany","Sangiovese"
"134009","New Zealand",87,NA,"Martinborough","Pinot Noir"
"9579","Portugal",86,9,"Alentejano","Portuguese Red"
"149408","US",90,18,"California","Cabernet Sauvignon"
"128704","Portugal",92,44,"Alentejano","Portuguese White"
"104519","US",94,150,"California","Cabernet Sauvignon"
"23854","US",85,9,"Washington","Fumé Blanc"
"147850","Italy",87,15,"Veneto","Prosecco"
"55194","Italy",91,50,"Piedmont","Nebbiolo"
"125074","France",88,22,"Bordeaux","Bordeaux-style Red Blend"
"123071","Argentina",94,50,"Mendoza Province","Malbec"
"65538","Italy",90,60,"Veneto","Corvina, Rondinella, Molinara"
"102000","Italy",90,50,"Lombardy","Sparkling Blend"
"45394","Italy",88,18,"Northeastern Italy","Friulano"
"97724","Germany",88,49,"Mosel-Saar-Ruwer","Riesling"
"5268","Italy",87,30,"Italy Other","Nerello Mascalese"
"83490","France",92,260,"Burgundy","Chardonnay"
"139838","US",82,10,"California","Cabernet Sauvignon"
"66419","Italy",87,20,"Northeastern Italy","Pinot Grigio"
"3905","US",87,20,"California","Rosé"
"119910","Chile",83,7,"Central Valley","Chardonnay"
"118625","Austria",86,19,"Niederösterreich","Grüner Veltliner"
"35039","Italy",88,NA,"Southern Italy","Red Blend"
"79359","France",87,12,"Bordeaux","Bordeaux-style Red Blend"
"53235","US",87,40,"Washington","Bordeaux-style Red Blend"
"45192","Italy",88,23,"Tuscany","Sangiovese"
"32382","US",88,17,"California","Chardonnay"
"27389","US",84,14,"New York","Gewürztraminer"
"24197","US",91,35,"Washington","Rhône-style Red Blend"
"42398","Italy",93,90,"Tuscany","Red Blend"
"18423","Germany",86,20,"Mosel","Riesling"
"32022","Germany",89,16,"Mosel","Elbling"
"111405","Italy",87,17,"Tuscany","Vermentino"
"40930","US",91,42,"Washington","Red Blend"
"126807","Italy",86,10,"Veneto","Prosecco"
"10411","US",88,150,"California","Cabernet Sauvignon"
"57811","Italy",89,49,"Piedmont","Nebbiolo"
"102072","US",92,85,"California","Chardonnay"
"139319","Chile",86,10,"Casablanca Valley","Chardonnay"
"136746","Israel",86,23,"Galilee","Red Blend"
"19878","Italy",91,NA,"Veneto","Corvina, Rondinella, Molinara"
"54881","France",92,79,"Champagne","Chardonnay"
"48111","Israel",86,50,"Galilee","Merlot"
"105215","Austria",91,32,"Kamptal","Grüner Veltliner"
"58890","France",88,40,"Provence","Rosé"
"133114","US",90,28,"California","Zinfandel"
"25668","Italy",87,19,"Sicily & Sardinia","Nero d'Avola"
"113376","Spain",88,22,"Northern Spain","Tempranillo"
"138401","US",93,55,"Washington","Merlot"
"35580","Portugal",92,45,"Douro","Touriga Nacional"
"86102","France",89,33,"Burgundy","Chardonnay"
"69173","Italy",93,45,"Tuscany","Sangiovese"
"36199","Germany",86,15,"Mosel","Riesling"
"135641","Portugal",91,90,"Douro","Portuguese Red"
"38430","US",90,28,"California","Sparkling Blend"
"150189","New Zealand",86,NA,"Marlborough","Sauvignon Blanc"
"19790","US",87,40,"Oregon","Pinot Noir"
"128568","Italy",83,15,"Veneto","Prosecco"
"89405","France",87,30,"Burgundy","Pinot Noir"
"24426","Portugal",92,25,"Minho","Loureiro"
"87510","US",85,60,"California","Bordeaux-style Red Blend"
"104346","Chile",88,14,"Colchagua Valley","White Blend"
"63841","US",91,50,"Washington","Bordeaux-style Red Blend"
"3663","Italy",89,28,"Tuscany","Sangiovese"
"18322","US",85,55,"California","Pinot Noir"
"101430","New Zealand",87,13,"Marlborough","Sauvignon Blanc"
"15071","US",87,30,"California","Cabernet Sauvignon"
"116772","US",95,95,"California","Cabernet Sauvignon"
"125692","France",87,20,"Loire Valley","Cabernet Franc"
"136730","Argentina",81,11,"Mendoza Province","Malbec"
"96029","Portugal",86,NA,"Port","Port"
"6538","US",90,18,"New York","Rosé"
"28422","Spain",90,20,"Galicia","Albariño"
"138342","New Zealand",87,29,"Marlborough","Chardonnay"
"90646","US",88,25,"California","Viognier"
"89182","Argentina",84,15,"Mendoza Province","Torrontés"
"1981","US",88,25,"California","Pinot Noir"
"9146","US",86,12,"California","Chardonnay"
"59313","US",87,25,"California","Pinot Noir"
"38054","Portugal",84,7,"Alentejano","Portuguese Red"
"43070","US",86,20,"California","Pinot Noir"
"123926","US",86,35,"California","Syrah"
"28719","France",90,19,"Southwest France","Malbec"
"50139","US",90,50,"California","Cabernet Sauvignon"
"141385","US",86,75,"California","Cabernet Sauvignon"
"45720","Spain",87,11,"Northern Spain","Rosé"
"121358","Italy",92,NA,"Veneto","Corvina, Rondinella, Molinara"
"141081","Spain",90,25,"Catalonia","Garnacha"
"109395","US",92,24,"California","Syrah"
"1523","US",92,80,"California","Sparkling Blend"
"64991","US",91,18,"California","Sauvignon Blanc"
"28955","Italy",100,195,"Tuscany","Red Blend"
"138660","US",82,18,"California","Cabernet Sauvignon"
"10444","US",86,36,"California","Zinfandel"
"15641","France",87,53,"Champagne","Champagne Blend"
"129563","France",91,34,"Burgundy","Chardonnay"
"57064","US",87,16,"California","Chenin Blanc"
"33722","US",86,21,"Virginia","White Blend"
"3626","France",87,NA,"Bordeaux","Bordeaux-style Red Blend"
"148480","Portugal",91,28,"Port","Port"
"43786","South Africa",86,10,"Western Cape","Sauvignon Blanc"
"6059","US",88,28,"California","Pinot Noir"
"25398","US",87,35,"California","Cabernet Sauvignon"
"93638","New Zealand",92,43,"Martinborough","Pinot Noir"
"65093","Austria",91,NA,"Carnuntum","Pinot Noir"
"55459","US",83,15,"Virginia","Red Blend"
"63006","Argentina",88,13,"Mendoza Province","Viognier"
"21873","Spain",84,13,"Northern Spain","Verdejo"
"18073","US",87,50,"California","Pinot Noir"
"1511","US",92,42,"California","Cabernet Sauvignon"
"2760","France",95,90,"Alsace","Pinot Gris"
"39047","US",86,16,"New York","Riesling"
"104953","US",88,17,"California","White Blend"
"69242","US",83,13,"California","Chardonnay"
"118343","US",84,60,"Washington","Red Blend"
"137555","Italy",88,18,"Sicily & Sardinia","Red Blend"
"116644","France",93,76,"Burgundy","Chardonnay"
"141729","US",89,38,"California","Pinot Noir"
"105522","US",91,45,"California","Chardonnay"
"136500","US",83,10,"California","Syrah"
"1558","Spain",84,14,"Levante","Macabeo"
"440","Spain",87,25,"Andalucia","Sherry"
"77920","US",87,22,"California","Roussanne"
"42779","US",86,16,"California","Pinot Noir"
"38120","US",87,13,"New York","Riesling"
"57980","Spain",88,96,"Northern Spain","Tempranillo"
"59769","France",87,10,"Provence","Rosé"
"132154","Australia",87,20,"South Australia","Cabernet Sauvignon"
"4827","Italy",88,19,"Northeastern Italy","Müller-Thurgau"
"61345","US",92,50,"California","Cabernet Sauvignon"
"4443","Italy",89,27,"Sicily & Sardinia","Red Blend"
"56567","Spain",83,13,"Northern Spain","Tempranillo"
"149140","US",85,12,"California","Pinot Blanc"
"82685","US",82,48,"California","Pinot Noir"
"52341","South Africa",92,35,"Paarl","Bordeaux-style Red Blend"
"46599","US",83,28,"California","Viognier"
"64043","Argentina",85,12,"Mendoza Province","Malbec"
"60404","Australia",89,45,"South Australia","Shiraz"
"124010","US",90,25,"Washington","Cabernet Sauvignon"
"142886","Argentina",86,7,"Mendoza Province","Shiraz"
"78660","Italy",87,18,"Sicily & Sardinia","White Blend"
"1374","US",91,19,"Oregon","Riesling"
"10923","France",90,NA,"Bordeaux","Bordeaux-style Red Blend"
"29547","Italy",94,80,"Tuscany","Red Blend"
"40654","South Africa",88,23,"Stellenbosch","Cabernet Sauvignon"
"40498","US",88,20,"Oregon","Pinot Noir"
"15086","US",87,25,"California","Cabernet Sauvignon"
"16857","Australia",87,18,"Western Australia","Riesling"
"148835","Portugal",88,23,"Port","Port"
"42890","Argentina",86,17,"Mendoza Province","Red Blend"
"89078","Spain",83,15,"Northern Spain","Tempranillo"
"7902","Spain",85,22,"Galicia","Albariño"
"39858","US",93,125,"California","Bordeaux-style Red Blend"
"116835","US",91,13,"California","Sauvignon Blanc"
"150547","US",82,18,"New York","Merlot"
"47416","US",87,20,"California","Chardonnay"
"83169","US",92,60,"California","Cabernet Sauvignon"
"39567","US",93,48,"California","Chardonnay"
"35685","US",89,20,"Washington","Viognier"
"5561","Spain",87,15,"Northern Spain","Viura"
"135092","Argentina",83,12,"Mendoza Province","Syrah"
"66502","Argentina",90,15,"Mendoza Province","Malbec"
"25973","US",86,12,"New York","Riesling"
"110422","US",92,18,"Washington","Sauvignon Blanc"
"61949","US",85,10,"California","Fumé Blanc"
"136280","US",87,41,"California","Cabernet Sauvignon"
"85122","Portugal",86,6,"Tejo","Portuguese White"
"95964","Italy",91,50,"Tuscany","Sangiovese Grosso"
"82104","Chile",84,16,"Pirque","Cabernet Sauvignon"
"91845","Spain",83,9,"Northern Spain","Red Blend"
"131858","US",87,20,"California","Cabernet Sauvignon"
"128070","New Zealand",85,11,"Marlborough","Sauvignon Blanc"
"46384","US",90,36,"Oregon","Pinot Noir"
"13357","US",84,14,"California","Sauvignon Blanc"
"31949","US",83,28,"California","Chardonnay"
"44416","Portugal",86,13,"Douro","Portuguese White"
"117063","Australia",89,19,"South Australia","Cabernet Sauvignon"
"69844","US",93,38,"California","Chardonnay"
"93086","France",93,NA,"Champagne","Champagne Blend"
"17155","Argentina",86,30,"Mendoza Province","Cabernet Sauvignon"
"36274","Italy",88,17,"Tuscany","Rosato"
"27178","US",88,30,"California","Chardonnay"
"31061","Italy",92,29,"Tuscany","Red Blend"
"94331","France",82,18,"Alsace","Riesling"
"140113","Italy",91,55,"Tuscany","Sangiovese"
"66619","US",90,35,"California","Zinfandel"
"116684","Spain",80,17,"Galicia","White Blend"
"62797","US",89,40,"Washington","Bordeaux-style Red Blend"
"38239","Portugal",91,60,"Alentejano","Touriga Nacional"
"133681","US",87,35,"California","Pinot Noir"
"130557","Italy",93,NA,"Tuscany","Cabernet Sauvignon"
"134396","US",86,40,"California","Pinot Noir"
"36402","Spain",90,17,"Catalonia","Red Blend"
"132029","France",94,NA,"Bordeaux","Bordeaux-style Red Blend"
"73755","Spain",82,15,"Catalonia","Red Blend"
"36995","Argentina",84,17,"Other","Chardonnay"
"21056","US",87,60,"California","Red Blend"
"80144","Germany",86,NA,"Rheingau","Riesling"
"3903","France",87,25,"Loire Valley","Pinot Noir"
"21256","France",90,NA,"Bordeaux","Bordeaux-style Red Blend"
"92424","US",85,18,"California","Red Blend"
"73528","Portugal",91,88,"Port","Port"
"51272","US",84,14,"California","Sauvignon Blanc"
"55497","Italy",91,65,"Piedmont","Nebbiolo"
"124398","Austria",88,23,"Mittelburgenland","Blaufränkisch"
"114167","New Zealand",83,17,"Martinborough","Sauvignon Blanc"
"44442","Italy",90,26,"Tuscany","Red Blend"
"55776","Chile",83,12,"Colchagua Valley","Carmenère"
"129344","US",91,27,"California","Syrah"
"96300","Portugal",86,NA,"Port","Port"
"18272","US",87,20,"Oregon","Pinot Noir"
"141011","France",84,39,"Loire Valley","Sauvignon Blanc"
"45266","Chile",85,19,"Maipo Valley","Cabernet Sauvignon"
"38393","US",88,45,"Oregon","Pinot Noir"
"107999","US",91,60,"Oregon","Pinot Noir"
"66551","US",87,40,"California","Cabernet Sauvignon"
"51798","US",86,28,"California","Rhône-style White Blend"
"68846","US",91,22,"California","Chardonnay"
"138341","France",87,34,"Loire Valley","Sauvignon Blanc"
"47064","France",90,66,"Burgundy","Chardonnay"
"3554","Italy",89,115,"Piedmont","Nebbiolo"
"18368","US",85,38,"California","Pinot Noir"
"142160","Germany",84,10,"Rheinhessen","Riesling"
"113357","Australia",87,NA,"South Australia","Riesling"
"106283","US",85,22,"California","Pinot Gris"
"57077","Italy",87,14,"Sicily & Sardinia","Merlot"
"132055","Italy",88,28,"Lombardy","Sparkling Blend"
"47758","Italy",88,NA,"Piedmont","Barbera"
"2859","France",88,NA,"Southwest France","Malbec-Merlot"
"146296","US",88,10,"Washington","Merlot"
"45774","US",87,15,"New York","Sauvignon Blanc"
"92568","Italy",85,15,"Southern Italy","Rosé"
"30610","US",89,15,"Washington","Sémillon"
"45158","US",85,24,"California","Syrah"
"9565","US",83,17,"California","Zinfandel"
"3057","US",95,60,"California","Pinot Noir"
"101270","Italy",86,19,"Tuscany","Sangiovese"
"7585","Spain",85,13,"Levante","Monastrell"
"128181","US",86,21,"California","Riesling"
"46009","Portugal",87,8,"Alentejano","Portuguese Red"
"128728","Italy",92,55,"Tuscany","Sangiovese"
"118687","US",84,35,"California","Zinfandel"
"33436","Slovenia",90,30,"Brda","Ribolla Gialla"
"128501","Italy",93,79,"Piedmont","Nebbiolo"
"102947","US",89,55,"California","Cabernet Sauvignon"
"122770","US",98,90,"California","Pinot Noir"
"18250","Argentina",87,11,"Mendoza Province","Malbec"
"15008","US",91,40,"California","Pinot Noir"
"37163","US",85,16,"California","Chardonnay"
"122884","US",86,35,"California","Pinot Noir"
"128806","Spain",85,25,"Northern Spain","Tinta Fina"
"28027","Austria",83,24,"Carnuntum","Zweigelt"
"101860","Chile",86,15,"Maule Valley","Red Blend"
"12391","US",92,50,"California","Bordeaux-style Red Blend"
"138549","France",82,15,"Beaujolais","Gamay"
"34938","France",96,195,"Bordeaux","Bordeaux-style Red Blend"
"39912","Portugal",89,35,"Obidos","Portuguese Red"
"79321","US",87,15,"California","Chardonnay"
"47450","France",94,70,"Burgundy","Chardonnay"
"131054","US",93,18,"California","Rhône-style Red Blend"
"96167","Spain",83,13,"Northern Spain","Tempranillo"
"7293","New Zealand",93,45,"Kumeu","Chardonnay"
"61218","US",94,42,"California","Pinot Noir"
"87872","Italy",87,19,"Veneto","Red Blend"
"30498","US",88,28,"California","Merlot"
"100266","US",84,30,"California","Cabernet Sauvignon"
"122175","US",83,13,"California","Zinfandel"
"135708","France",99,450,"Rhône Valley","Syrah"
"45527","US",86,47,"California","Syrah"
"69340","Chile",84,21,"Casablanca Valley","Chardonnay"
"6240","France",89,18,"Bordeaux","Bordeaux-style Red Blend"
"8775","Spain",86,9,"Northern Spain","Verdejo-Viura"
"37594","US",91,42,"Washington","Bordeaux-style Red Blend"
"89627","US",88,55,"California","Pinot Noir"
"9946","US",90,22,"California","Red Blend"
"48026","US",92,65,"California","Cabernet Sauvignon"
"93405","US",87,28,"California","Bordeaux-style Red Blend"
"126510","Spain",86,12,"Northern Spain","Viura"
"83089","US",85,19,"California","Pinot Noir"
"100666","Italy",87,NA,"Tuscany","Sangiovese"
"29976","Chile",85,17,"Maipo Valley","Chardonnay"
"136312","Portugal",92,50,"Douro","Portuguese Red"
"72608","France",87,NA,"Loire Valley","Cabernet Franc"
"6912","France",86,15,"Southwest France","Red Blend"
"78327","US",94,54,"California","Syrah"
"7735","Australia",87,20,"South Australia","Pinot Noir"
"107024","US",89,18,"Washington","Chardonnay"
"91637","US",92,35,"California","Syrah"
"144170","France",86,18,"Loire Valley","Gamay"
"41485","Spain",83,7,"Levante","Tempranillo"
"14139","Italy",88,35,"Tuscany","Red Blend"
"92208","US",88,17,"New York","Cabernet Franc"
"10972","Spain",83,15,"Central Spain","Sauvignon Blanc"
"119045","US",83,21,"California","Chardonnay"
"52128","US",87,48,"California","Pinot Noir"
"95110","US",87,20,"Washington","Chardonnay"
"49922","US",84,22,"New York","Cabernet Franc"
"25682","Spain",86,10,"Catalonia","Sparkling Blend"
"39693","Italy",85,99,"Veneto","Corvina, Rondinella, Molinara"
"58929","US",84,35,"California","Zinfandel"
"116068","US",84,10,"California","Pinot Noir"
"14625","US",86,28,"California","Zinfandel"
"74894","Portugal",90,NA,"Port","Port"
"148182","Portugal",94,152,"Port","Port"
"93137","Portugal",90,15,"Beiras","Touriga Nacional"
"114306","Argentina",87,12,"Mendoza Province","Syrah"
"14843","US",91,26,"Washington","Cabernet Sauvignon"
"45014","US",90,60,"California","Bordeaux-style Red Blend"
"95177","Spain",86,17,"Catalonia","Red Blend"
"47846","Israel",86,15,"Galilee","Merlot"
"94527","US",96,125,"Washington","Cabernet Sauvignon"
"115081","Spain",86,15,"Northern Spain","Red Blend"
"34917","Germany",91,23,"Mosel","Riesling"
"136002","Portugal",94,19,"Douro","Portuguese Red"
"82217","Italy",90,19,"Tuscany","Red Blend"
"116021","US",85,9,"Washington","Cabernet Merlot"
"28537","US",90,10,"Washington","Riesling"
